Customer ID,Recency,Frequency,Monetary,Customer Name,R_Score,F_Score,M_Score,RFM_Score,Segment,Marketing Idea
MW-18235,45,2,5253.876,Mitch Willingham,2,5,1,251,At Risk,Send win-back offers or reminders.
MY-17380,30,7,2254.2850000000003,Maribeth Yedwab,2,3,3,233,Others,General promotions and newsletters.
MY-18295,72,11,4152.696,Muhammed Yedwab,3,1,2,312,Others,General promotions and newsletters.
MZ-17335,31,4,593.606,Maria Zettner,2,5,5,255,At Risk,Send win-back offers or reminders.
MZ-17515,283,6,2564.906,Mary Zewe,5,3,3,533,Loyal Customers,Offer loyalty points or free gifts.
NB-18580,1166,2,273.87199999999996,Nicole Brennan,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
NB-18655,20,9,1972.599,Nona Balk,1,1,3,113,Others,General promotions and newsletters.
NC-18340,225,5,2461.404,Nat Carroll,4,4,3,443,Loyal Customers,Offer loyalty points or free gifts.
NC-18415,42,6,2218.99,Nathan Cano,2,3,3,233,Others,General promotions and newsletters.
NC-18535,7,7,8241.739,Nick Crebassa,1,3,1,131,Others,General promotions and newsletters.
NC-18625,205,5,1821.7420000000002,Noah Childs,4,4,3,443,Loyal Customers,Offer loyalty points or free gifts.
ND-18370,28,9,4326.139,Natalie DeCherney,2,1,1,211,Lost,Try re-engagement campaigns or surveys.
ND-18460,184,6,2893.4550000000004,Neil Ducich,4,3,2,432,Loyal Customers,Offer loyalty points or free gifts.
NF-18385,80,7,8322.826,Natalie Fritzler,3,3,1,331,Others,General promotions and newsletters.
NF-18475,526,4,377.16200000000003,Neil Französisch,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
NF-18595,115,7,2031.472,Nicole Fjeld,4,3,3,433,Loyal Customers,Offer loyalty points or free gifts.
NG-18355,49,5,1869.58,Nat Gilpin,2,4,3,243,At Risk,Send win-back offers or reminders.
NG-18430,49,5,1395.9379999999999,Nathan Gelder,2,4,4,244,At Risk,Send win-back offers or reminders.
NH-18610,190,7,2673.29,Nicole Hansen,4,3,3,433,Loyal Customers,Offer loyalty points or free gifts.
NK-18490,71,7,572.048,Neil Knudson,3,3,5,335,Others,General promotions and newsletters.
NL-18310,59,4,1418.0900000000001,Nancy Lomonaco,3,5,4,354,Others,General promotions and newsletters.
NM-18445,161,7,6459.344,Nathan Mautz,4,3,1,431,Loyal Customers,Offer loyalty points or free gifts.
NM-18520,245,10,2161.979,Neoma Murray,5,1,3,513,New Customers,Send welcome emails and first-time coupons.
NP-18325,26,6,5529.62,Naresj Patel,1,3,1,131,Others,General promotions and newsletters.
NP-18670,59,5,3908.402,Nora Paige,3,4,2,342,Others,General promotions and newsletters.
NP-18685,407,6,1228.698,Nora Pelletier,5,3,4,534,Loyal Customers,Offer loyalty points or free gifts.
NP-18700,139,7,7903.1825,Nora Preis,4,3,1,431,Loyal Customers,Offer loyalty points or free gifts.
NR-18550,211,5,2367.277,Nick Radford,4,4,3,443,Loyal Customers,Offer loyalty points or free gifts.
NS-18505,7,4,2575.863,Neola Schneider,1,5,3,153,At Risk,Send win-back offers or reminders.
NS-18640,175,13,2964.823,Noel Staavos,4,1,2,412,New Customers,Send welcome emails and first-time coupons.
NW-18400,173,7,7234.014,Natalie Webber,4,3,1,431,Loyal Customers,Offer loyalty points or free gifts.
NZ-18565,86,9,2488.31,Nick Zandusky,3,1,3,313,Others,General promotions and newsletters.
ON-18715,411,9,1567.52,Odella Nelson,5,1,4,514,New Customers,Send welcome emails and first-time coupons.
OT-18730,66,5,3818.624,Olvera Toch,3,4,2,342,Others,General promotions and newsletters.
PA-19060,104,6,729.408,Pete Armstrong,3,3,5,335,Others,General promotions and newsletters.
PB-18805,26,3,740.356,Patrick Bzostek,1,5,5,155,At Risk,Send win-back offers or reminders.
PB-19105,58,4,688.3240000000001,Peter Bühler,3,5,5,355,Others,General promotions and newsletters.
PB-19150,98,8,1456.95,Philip Brown,3,2,4,324,Others,General promotions and newsletters.
PB-19210,689,2,132.738,Phillip Breyer,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
PC-18745,3,4,1832.064,Pamela Coakley,1,5,3,153,At Risk,Send win-back offers or reminders.
PC-19000,883,2,1061.488,Pauline Chand,5,5,4,554,Champions,Give exclusive discounts or VIP rewards.
PF-19120,836,4,9062.864000000001,Peter Fuller,5,5,1,551,Loyal Customers,Offer loyalty points or free gifts.
PF-19165,197,6,2770.0,Philip Fox,4,3,2,432,Loyal Customers,Offer loyalty points or free gifts.
PF-19225,115,5,2206.128,Phillip Flathmann,4,4,3,443,Loyal Customers,Offer loyalty points or free gifts.
PG-18820,37,13,3086.907,Patrick Gardner,2,1,2,212,Lost,Try re-engagement campaigns or surveys.
PG-18895,58,9,1987.164,Paul Gonzalez,3,1,3,313,Others,General promotions and newsletters.
PH-18790,71,1,729.6480000000001,Patricia Hirasaki,3,5,5,355,Others,General promotions and newsletters.
PJ-18835,40,8,1220.0900000000001,Patrick Jones,2,2,4,224,Others,General promotions and newsletters.
PJ-19015,135,7,1824.2340000000002,Pauline Johnson,4,3,3,433,Loyal Customers,Offer loyalty points or free gifts.
PK-18910,484,2,1441.1520000000005,Paul Knutson,5,5,4,554,Champions,Give exclusive discounts or VIP rewards.
PK-19075,10,12,8646.934000000001,Pete Kriz,1,1,1,111,Lost,Try re-engagement campaigns or surveys.
PL-18925,16,5,239.48100000000005,Paul Lucas,1,4,5,145,At Risk,Send win-back offers or reminders.
PM-18940,387,3,1405.402,Paul MacIntyre,5,5,4,554,Champions,Give exclusive discounts or VIP rewards.
PM-19135,52,4,4115.662,Peter McVee,2,5,2,252,At Risk,Send win-back offers or reminders.
PN-18775,31,8,1467.152,Parhena Norris,2,2,4,224,Others,General promotions and newsletters.
PO-18850,5,11,7473.828200000001,Patrick O'Brill,1,1,1,111,Lost,Try re-engagement campaigns or surveys.
PO-18865,1,7,2493.214,Patrick O'Donnell,1,3,3,133,Others,General promotions and newsletters.
PO-19180,161,9,4893.043,Philisse Overcash,4,1,1,411,New Customers,Send welcome emails and first-time coupons.
PO-19195,87,5,1056.858,Phillina Ober,3,4,4,344,Others,General promotions and newsletters.
PP-18955,98,10,7252.608,Paul Prost,3,1,1,311,Others,General promotions and newsletters.
PR-18880,37,5,1840.178,Patrick Ryan,2,4,3,243,At Risk,Send win-back offers or reminders.
PS-18760,108,6,2181.4790000000003,Pamela Stobb,4,3,3,433,Loyal Customers,Offer loyalty points or free gifts.
PS-18970,70,8,1278.639,Paul Stevenson,3,2,4,324,Others,General promotions and newsletters.
PS-19045,237,7,6843.634,Penelope Sewall,5,3,1,531,Loyal Customers,Offer loyalty points or free gifts.
PT-19090,72,4,160.572,Pete Takahito,3,5,5,355,Others,General promotions and newsletters.
PV-18985,90,5,2876.046,Paul Van Hugh,3,4,2,342,Others,General promotions and newsletters.
PW-19030,47,10,3454.916,Pauline Webber,2,1,2,212,Lost,Try re-engagement campaigns or surveys.
PW-19240,465,7,3922.4150000000004,Pierre Wener,5,3,2,532,Loyal Customers,Offer loyalty points or free gifts.
QJ-19255,26,9,6108.338,Quincy Jones,1,1,1,111,Lost,Try re-engagement campaigns or surveys.
RA-19285,6,9,2617.906,Ralph Arnett,1,1,3,113,Others,General promotions and newsletters.
RA-19885,44,7,3832.3140000000003,Ruben Ausman,2,3,2,232,Others,General promotions and newsletters.
RA-19915,13,9,4793.543,Russell Applegate,1,1,1,111,Lost,Try re-engagement campaigns or surveys.
RA-19945,62,5,1686.9225000000001,Ryan Akin,3,4,4,344,Others,General promotions and newsletters.
RB-19330,69,2,1008.1959999999999,Randy Bradley,3,5,4,354,Others,General promotions and newsletters.
RB-19360,97,6,15117.339,Raymond Buch,3,3,1,331,Others,General promotions and newsletters.
RB-19435,20,8,2663.0860000000002,Richard Bierner,1,2,3,123,Others,General promotions and newsletters.
RB-19465,10,12,4715.466,Rick Bensley,1,1,1,111,Lost,Try re-engagement campaigns or surveys.
RB-19570,26,5,528.546,Rob Beeghly,1,4,5,145,At Risk,Send win-back offers or reminders.
RB-19645,649,5,221.084,Robert Barroso,5,4,5,545,Champions,Give exclusive discounts or VIP rewards.
RB-19705,55,4,2067.45,Roger Barcio,3,5,3,353,Others,General promotions and newsletters.
RB-19795,33,8,5633.316000000001,Ross Baird,2,2,1,221,Lost,Try re-engagement campaigns or surveys.
RC-19825,370,6,966.409,Roy Collins,5,3,4,534,Loyal Customers,Offer loyalty points or free gifts.
RC-19960,111,6,885.7520000000001,Ryan Crowe,4,3,5,435,Loyal Customers,Offer loyalty points or free gifts.
RD-19480,73,8,4272.93,Rick Duston,3,2,2,322,Others,General promotions and newsletters.
RD-19585,181,10,2912.8940000000002,Rob Dowd,4,1,2,412,New Customers,Send welcome emails and first-time coupons.
RD-19660,115,5,2786.632,Robert Dilbeck,4,4,2,442,Loyal Customers,Offer loyalty points or free gifts.
RD-19720,22,10,1419.737,Roger Demir,1,1,4,114,Others,General promotions and newsletters.
RD-19810,15,8,1137.616,Ross DeVincentis,1,2,4,124,Others,General promotions and newsletters.
RD-19900,115,9,3133.924,Ruben Dartt,4,1,2,412,New Customers,Send welcome emails and first-time coupons.
RD-19930,43,4,970.9420000000001,Russell D'Ascenzo,2,5,4,254,At Risk,Send win-back offers or reminders.
RE-19405,1098,1,48.36,Ricardo Emerson,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
RE-19450,303,5,876.696,Richard Eichhorn,5,4,5,545,Champions,Give exclusive discounts or VIP rewards.
RF-19345,391,8,3309.15,Randy Ferguson,5,2,2,522,New Customers,Send welcome emails and first-time coupons.
RF-19735,90,7,2341.2960000000003,Roland Fjeld,3,3,3,333,Others,General promotions and newsletters.
RF-19840,7,8,945.222,Roy Französisch,1,2,5,125,Others,General promotions and newsletters.
RH-19495,33,5,3621.3759999999997,Rick Hansen,2,4,2,242,At Risk,Send win-back offers or reminders.
RH-19510,468,6,6979.18,Rick Huthwaite,5,3,1,531,Loyal Customers,Offer loyalty points or free gifts.
RH-19555,520,2,740.382,Ritsa Hightower,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
RH-19600,535,3,2085.7400000000002,Rob Haberlin,5,5,3,553,Loyal Customers,Offer loyalty points or free gifts.
RK-19300,120,3,1460.192,Ralph Kennedy,4,5,4,454,Champions,Give exclusive discounts or VIP rewards.
RL-19615,122,8,6234.91,Rob Lucas,4,2,1,421,New Customers,Send welcome emails and first-time coupons.
RM-19375,346,6,1453.474,Raymond Messe,5,3,4,534,Loyal Customers,Offer loyalty points or free gifts.
RM-19675,7,5,5979.0960000000005,Robert Marley,1,4,1,141,At Risk,Send win-back offers or reminders.
RM-19750,300,1,98.35,Roland Murray,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
RO-19780,36,7,3815.478,Rose O'Brian,2,3,2,232,Others,General promotions and newsletters.
RP-19270,497,4,954.6452,Rachel Payne,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
RP-19390,34,12,5153.084000000001,Resi Pölking,2,1,1,211,Lost,Try re-engagement campaigns or surveys.
RP-19855,29,8,2170.716,Roy Phan,2,2,3,223,Others,General promotions and newsletters.
RR-19315,20,2,615.932,Ralph Ritter,1,5,5,155,At Risk,Send win-back offers or reminders.
RR-19525,171,6,3302.2619999999997,Rick Reed,4,3,2,432,Loyal Customers,Offer loyalty points or free gifts.
RS-19420,77,5,3221.29,Ricardo Sperren,3,4,2,342,Others,General promotions and newsletters.
RS-19765,37,8,4159.7699999999995,Roland Schwarz,2,2,2,222,Lost,Try re-engagement campaigns or surveys.
RS-19870,20,2,22.328,Roy Skaria,1,5,5,155,At Risk,Send win-back offers or reminders.
RW-19540,121,7,7397.401,Rick Wilson,4,3,1,431,Loyal Customers,Offer loyalty points or free gifts.
RW-19630,90,9,3279.746,Rob Williams,3,1,2,312,Others,General promotions and newsletters.
RW-19690,80,5,3495.646,Robert Waldorf,3,4,2,342,Others,General promotions and newsletters.
SA-20830,64,10,4767.3415,Sue Ann Reed,3,1,1,311,Others,General promotions and newsletters.
SB-20170,202,3,1348.02,Sarah Bern,4,5,4,454,Champions,Give exclusive discounts or VIP rewards.
SB-20185,189,6,6410.996,Sarah Brown,4,3,1,431,Loyal Customers,Offer loyalty points or free gifts.
SB-20290,48,7,8057.8910000000005,Sean Braxton,2,3,1,231,Others,General promotions and newsletters.
SC-20020,782,5,3362.9636,Sam Craven,5,4,2,542,Loyal Customers,Offer loyalty points or free gifts.
SC-20050,41,9,4624.572,Sample Company A,2,1,1,211,Lost,Try re-engagement campaigns or surveys.
SC-20095,350,9,14142.333999999999,Sanjit Chand,5,1,1,511,New Customers,Send welcome emails and first-time coupons.
SC-20230,150,4,4371.9580000000005,Scot Coram,4,5,1,451,Loyal Customers,Offer loyalty points or free gifts.
SC-20260,188,8,3729.7929999999997,Scott Cohen,4,2,2,422,New Customers,Send welcome emails and first-time coupons.
SC-20305,30,7,3979.065,Sean Christensen,2,3,2,232,Others,General promotions and newsletters.
SC-20380,31,9,5992.536,Shahid Collister,2,1,1,211,Lost,Try re-engagement campaigns or surveys.
SC-20440,37,7,1874.998,Shaun Chance,2,3,3,233,Others,General promotions and newsletters.
SC-20575,93,5,902.7280000000001,Sonia Cooley,3,4,5,345,Others,General promotions and newsletters.
SC-20680,127,6,1254.64,Steve Carroll,4,3,4,434,Loyal Customers,Offer loyalty points or free gifts.
SC-20695,90,10,2576.408,Steve Chapman,3,1,3,313,Others,General promotions and newsletters.
SC-20725,188,11,5226.21,Steven Cartwright,4,1,1,411,New Customers,Send welcome emails and first-time coupons.
SC-20770,42,7,4492.657,Stewart Carmichael,2,3,1,231,Others,General promotions and newsletters.
SC-20800,31,4,279.25600000000003,Stuart Calhoun,2,5,5,255,At Risk,Send win-back offers or reminders.
SC-20845,132,2,280.632,Sung Chung,4,5,5,455,Champions,Give exclusive discounts or VIP rewards.
SD-20485,201,9,6121.114,Shirley Daniels,4,1,1,411,New Customers,Send welcome emails and first-time coupons.
SE-20110,10,11,12209.438000000002,Sanjit Engle,1,1,1,111,Lost,Try re-engagement campaigns or surveys.
SF-20065,60,7,763.5459999999999,Sandra Flanagan,3,3,5,335,Others,General promotions and newsletters.
SF-20200,60,9,3422.786,Sarah Foster,3,1,2,312,Others,General promotions and newsletters.
SF-20965,49,9,3336.5350000000003,Sylvia Foulston,2,1,2,212,Lost,Try re-engagement campaigns or surveys.
SG-20080,9,3,3406.581,Sandra Glassco,1,5,2,152,At Risk,Send win-back offers or reminders.
SG-20470,184,8,1884.798,Sheri Gordon,4,2,3,423,New Customers,Send welcome emails and first-time coupons.
SG-20605,109,6,3124.832,Speros Goranitis,4,3,2,432,Loyal Customers,Offer loyalty points or free gifts.
SG-20890,227,3,47.946,Susan Gilcrest,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
SH-19975,30,13,3406.8395,Sally Hughsby,2,1,2,212,Lost,Try re-engagement campaigns or surveys.
SH-20395,24,10,2180.718,Shahid Hopkins,1,1,3,113,Others,General promotions and newsletters.
SH-20635,766,2,2096.3920000000003,Stefanie Holloman,5,5,3,553,Loyal Customers,Offer loyalty points or free gifts.
SJ-20125,96,12,3949.656,Sanjit Jacobs,3,1,2,312,Others,General promotions and newsletters.
SJ-20215,30,6,1341.036,Sarah Jordon,2,3,4,234,Others,General promotions and newsletters.
SJ-20500,254,5,1318.776,Shirley Jackson,5,4,4,544,Champions,Give exclusive discounts or VIP rewards.
SK-19990,9,3,883.409,Sally Knutson,1,5,5,155,At Risk,Send win-back offers or reminders.
SL-20155,71,7,3053.012,Sara Luxemburg,3,3,2,332,Others,General promotions and newsletters.
SM-20005,422,4,244.494,Sally Matthias,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
SM-20320,80,5,25043.05,Sean Miller,3,4,1,341,Others,General promotions and newsletters.
SM-20905,607,1,1043.0410000000002,Susan MacKendrick,5,5,4,554,Champions,Give exclusive discounts or VIP rewards.
SM-20950,26,12,5563.392,Suzanne McNair,1,1,1,111,Lost,Try re-engagement campaigns or surveys.
SN-20560,112,6,1860.4179999999997,Skye Norling,4,3,3,433,Loyal Customers,Offer loyalty points or free gifts.
SN-20710,80,7,3127.9592,Steve Nguyen,3,3,2,332,Others,General promotions and newsletters.
SO-20335,30,6,2602.5755,Sean O'Donnell,2,3,3,233,Others,General promotions and newsletters.
SP-20545,328,6,1306.086,Sibella Parks,5,3,4,534,Loyal Customers,Offer loyalty points or free gifts.
SP-20620,48,9,5440.319,Stefania Perrino,2,1,1,211,Lost,Try re-engagement campaigns or surveys.
SP-20650,387,9,1872.4360000000001,Stephanie Phelps,5,1,3,513,New Customers,Send welcome emails and first-time coupons.
SP-20860,80,10,4282.9400000000005,Sung Pak,3,1,1,311,Others,General promotions and newsletters.
SP-20920,71,6,3990.689,Susan Pistek,3,3,2,332,Others,General promotions and newsletters.
SR-20425,9,5,3233.4810000000007,Sharelle Roach,1,4,2,142,At Risk,Send win-back offers or reminders.
SR-20740,197,8,4345.8859999999995,Steven Roelle,4,2,1,421,New Customers,Send welcome emails and first-time coupons.
SS-20140,16,8,1324.028,Saphhira Shifley,1,2,4,124,Others,General promotions and newsletters.
SS-20410,111,6,3056.807,Shahid Shariari,4,3,2,432,Loyal Customers,Offer loyalty points or free gifts.
SS-20515,492,3,613.4,Shirley Schmidt,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
SS-20590,433,6,418.49,Sonia Sunley,5,3,5,535,Loyal Customers,Offer loyalty points or free gifts.
SS-20875,121,5,964.6360000000001,Sung Shariari,4,4,4,444,Champions,Give exclusive discounts or VIP rewards.
ST-20530,126,7,433.34000000000003,Shui Tom,4,3,5,435,Loyal Customers,Offer loyalty points or free gifts.
SU-20665,21,7,2595.364,Stephanie Ulpright,1,3,3,133,Others,General promotions and newsletters.
SV-20365,102,10,11470.95,Seth Vernon,3,1,1,311,Others,General promotions and newsletters.
SV-20785,321,9,4105.305,Stewart Visinsky,5,1,2,512,New Customers,Send welcome emails and first-time coupons.
SV-20815,77,4,1271.0900000000001,Stuart Van,3,5,4,354,Others,General promotions and newsletters.
SV-20935,3,8,1903.491,Susan Vittorini,1,2,3,123,Others,General promotions and newsletters.
SW-20245,82,7,1085.078,Scot Wooten,3,3,4,334,Others,General promotions and newsletters.
SW-20275,31,6,1966.65,Scott Williamson,2,3,3,233,Others,General promotions and newsletters.
SW-20350,163,3,1019.044,Sean Wendt,4,5,4,454,Champions,Give exclusive discounts or VIP rewards.
SW-20455,163,7,2921.544,Shaun Weien,4,3,2,432,Loyal Customers,Offer loyalty points or free gifts.
SW-20755,535,2,758.6959999999999,Steven Ward,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
SZ-20035,36,11,3625.329,Sam Zeldin,2,1,2,212,Lost,Try re-engagement campaigns or surveys.
TA-21385,70,4,14595.62,Tom Ashbrook,3,5,1,351,Others,General promotions and newsletters.
TB-21055,120,5,1467.881,Ted Butterfield,4,4,4,444,Champions,Give exclusive discounts or VIP rewards.
TB-21175,59,4,3589.296,Thomas Boland,3,5,2,352,Others,General promotions and newsletters.
TB-21190,50,4,816.1740000000001,Thomas Brumley,2,5,5,255,At Risk,Send win-back offers or reminders.
TB-21250,350,7,1602.3760000000002,Tim Brockman,5,3,4,534,Loyal Customers,Offer loyalty points or free gifts.
TB-21280,584,6,2198.45,Toby Braunhardt,5,3,3,533,Loyal Customers,Offer loyalty points or free gifts.
TB-21355,147,5,834.328,Todd Boyes,4,4,5,445,Champions,Give exclusive discounts or VIP rewards.
TB-21400,203,7,9133.99,Tom Boeckenhauer,4,3,1,431,Loyal Customers,Offer loyalty points or free gifts.
TB-21520,108,9,4737.486,Tracy Blumstein,4,1,1,411,New Customers,Send welcome emails and first-time coupons.
TB-21595,286,5,1387.559,Troy Blackwell,5,4,4,544,Champions,Give exclusive discounts or VIP rewards.
TB-21625,31,9,2797.668,Trudy Brown,2,1,2,212,Lost,Try re-engagement campaigns or surveys.
TC-20980,400,5,19052.217999999997,Tamara Chand,5,4,1,541,Loyal Customers,Offer loyalty points or free gifts.
TC-21145,107,1,1038.26,Theresa Coyne,4,5,4,454,Champions,Give exclusive discounts or VIP rewards.
TC-21295,28,8,4266.812,Toby Carlisle,2,2,2,222,Lost,Try re-engagement campaigns or surveys.
TC-21475,154,9,1244.976,Tony Chapman,4,1,4,414,New Customers,Send welcome emails and first-time coupons.
TC-21535,5,7,742.5580000000001,Tracy Collins,1,3,5,135,Others,General promotions and newsletters.
TD-20995,38,9,1434.5480000000002,Tamara Dahlen,2,1,4,214,Others,General promotions and newsletters.
TG-21310,338,5,3058.3720000000003,Toby Gnade,5,4,2,542,Loyal Customers,Offer loyalty points or free gifts.
TG-21640,115,4,2074.661,Trudy Glocke,4,5,3,453,Loyal Customers,Offer loyalty points or free gifts.
TH-21100,345,5,2422.824,Thea Hendricks,5,4,3,543,Loyal Customers,Offer loyalty points or free gifts.
TH-21115,59,4,2942.772,Thea Hudgings,3,5,2,352,Others,General promotions and newsletters.
TH-21235,118,8,1022.201,Tiffany House,4,2,4,424,New Customers,Send welcome emails and first-time coupons.
TH-21550,73,7,4234.0960000000005,Tracy Hopkins,3,3,2,332,Others,General promotions and newsletters.
TM-21010,104,8,2955.2259999999997,Tamara Manning,4,2,2,422,New Customers,Send welcome emails and first-time coupons.
TM-21490,131,3,1094.6779999999999,Tony Molinari,4,5,4,454,Champions,Give exclusive discounts or VIP rewards.
TN-21040,91,7,3130.221,Tanja Norvell,3,3,2,332,Others,General promotions and newsletters.
TP-21130,9,9,4454.056,Theone Pippenger,1,1,1,111,Lost,Try re-engagement campaigns or surveys.
TP-21415,105,5,5329.0048,Tom Prescott,4,4,1,441,Loyal Customers,Offer loyalty points or free gifts.
TP-21565,351,4,1936.6400000000003,Tracy Poddar,5,5,3,553,Loyal Customers,Offer loyalty points or free gifts.
TR-21325,194,5,675.9419999999999,Toby Ritter,4,4,5,445,Champions,Give exclusive discounts or VIP rewards.
TS-21085,358,2,4.833000000000001,Thais Sissman,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
TS-21160,505,6,2163.6240000000003,Theresa Swint,5,3,3,533,Loyal Customers,Offer loyalty points or free gifts.
TS-21205,199,7,5371.09,Thomas Seio,4,3,1,431,Loyal Customers,Offer loyalty points or free gifts.
TS-21340,227,5,974.782,Toby Swindell,5,4,4,544,Champions,Give exclusive discounts or VIP rewards.
TS-21370,37,6,11891.751,Todd Sumrall,2,3,1,231,Others,General promotions and newsletters.
TS-21430,173,5,2054.14,Tom Stivers,4,4,3,443,Loyal Customers,Offer loyalty points or free gifts.
TS-21505,12,6,2243.274,Tony Sayre,1,3,3,133,Others,General promotions and newsletters.
TS-21610,56,7,2820.424,Troy Staebel,3,3,2,332,Others,General promotions and newsletters.
TS-21655,239,5,3368.094,Trudy Schmidt,5,4,2,542,Loyal Customers,Offer loyalty points or free gifts.
TT-21070,32,7,4915.602,Ted Trevino,2,3,1,231,Others,General promotions and newsletters.
TT-21220,184,8,1427.0439999999999,Thomas Thornton,4,2,4,424,New Customers,Send welcome emails and first-time coupons.
TT-21265,407,3,439.5,Tim Taslimi,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
TT-21460,13,7,5364.808,Tonja Turnell,1,3,1,131,Others,General promotions and newsletters.
TW-21025,65,7,5278.826,Tamara Willingham,3,3,1,331,Others,General promotions and newsletters.
TZ-21580,36,4,1707.286,Tracy Zic,2,5,4,254,At Risk,Send win-back offers or reminders.
VB-21745,55,6,2005.596,Victoria Brennan,3,3,3,333,Others,General promotions and newsletters.
VD-21670,582,6,6442.254,Valerie Dominguez,5,3,1,531,Loyal Customers,Offer loyalty points or free gifts.
VF-21715,14,5,847.944,Vicky Freymann,1,4,5,145,At Risk,Send win-back offers or reminders.
VG-21790,155,6,846.01,Vivek Gonzalez,4,3,5,435,Loyal Customers,Offer loyalty points or free gifts.
VG-21805,287,5,427.372,Vivek Grady,5,4,5,545,Champions,Give exclusive discounts or VIP rewards.
VM-21685,55,7,2454.866,Valerie Mitchum,3,3,3,333,Others,General promotions and newsletters.
VM-21835,118,5,380.69,Vivian Mathis,4,4,5,445,Champions,Give exclusive discounts or VIP rewards.
VP-21730,31,3,993.902,Victor Preis,2,5,4,254,At Risk,Send win-back offers or reminders.
VP-21760,76,7,3360.5260000000003,Victoria Pisteka,3,3,2,332,Others,General promotions and newsletters.
VS-21820,222,4,1055.981,Vivek Sundaresam,4,5,4,454,Champions,Give exclusive discounts or VIP rewards.
VT-21700,1001,2,1736.596,Valerie Takahito,5,5,4,554,Champions,Give exclusive discounts or VIP rewards.
VW-21775,29,10,6134.0380000000005,Victoria Wilson,2,1,1,211,Lost,Try re-engagement campaigns or surveys.
WB-21850,21,11,6160.102,William Brown,1,1,1,111,Lost,Try re-engagement campaigns or surveys.
XP-21865,44,11,2374.658,Xylona Preis,2,1,3,213,Others,General promotions and newsletters.
YC-21895,5,5,5454.35,Yoseph Carroll,1,4,1,141,At Risk,Send win-back offers or reminders.
YS-21880,10,8,6720.4439999999995,Yana Sorensen,1,2,1,121,Lost,Try re-engagement campaigns or surveys.
ZC-21910,55,13,8025.707,Zuschuss Carroll,3,1,1,311,Others,General promotions and newsletters.
ZD-21925,203,5,1493.9440000000002,Zuschuss Donatelli,4,4,4,444,Champions,Give exclusive discounts or VIP rewards.
